"31900
PLN",Renault Clio IV,Do negocjacji,2016,75 000 km,1 499 cm3,Diesel
"101000
PLN",Mercedes-Benz Klasa S W222,,2019,1 km,2 987 cm3,Diesel
"61899
PLN",Opel Astra K,"Do negocjacji, Faktura VAT",2019,19 908 km,1 399 cm3,Benzyna
"17900
PLN",Volkswagen Passat B6,,2006,188 625 km,1 600 cm3,Benzyna
"3300
PLN",BMW Seria 3 E36,Do negocjacji,1998,185 000 km,1 600 cm3,Benzyna+LPG
"77899
PLN",Opel Insignia B,"Do negocjacji, Faktura VAT",2017,70 938 km,1 956 cm3,Diesel
"86499
PLN",Opel Insignia B,"Do negocjacji, Faktura VAT",2018,42 933 km,1 490 cm3,Benzyna
"4999
PLN",Renault Laguna II,Do negocjacji,2002,191 689 km,1 800 cm3,Benzyna
"39900
PLN",Audi A6 C6,Do negocjacji,2006,215 000 km,4 163 cm3,Benzyna
"11500
PLN",Ford Focus Mk2,,2008,198 508 km,1 598 cm3,Diesel
"26900
PLN",Opel Meriva II,Do negocjacji,2011,140 000 km,1 400 cm3,Benzyna
"65900
PLN",Mazda CX-3,,2017,38 752 km,2 000 cm3,Benzyna
"32900
PLN",Mercedes-Benz CLK W209,Faktura VAT,2003,232 334 km,5 000 cm3,Benzyna
"36700
PLN",Toyota Verso,,2013,201 000 km,2 000 cm3,Diesel
"27900
PLN",Audi A6 C6,Do negocjacji,2005,250 100 km,3 000 cm3,Diesel
"32700
PLN",Honda CR-V III,Do negocjacji,2008,230 000 km,2 200 cm3,Diesel
"65000
PLN",Citroën C4 Grand Picasso II,,2017,24 814 km,1 600 cm3,Diesel
"19900
PLN",Audi A6 C6,,2005,260 000 km,2 399 cm3,Benzyna
"27900
PLN",Hyundai i10 II,Do negocjacji,2017,32 000 km,998 cm3,Benzyna
"62500
PLN",Mazda 6 III,Do negocjacji,2014,81 000 km,2 000 cm3,Benzyna
"10900
PLN",Audi A6 C5,Do negocjacji,2001,182 000 km,2 400 cm3,Benzyna
"39990
PLN",Peugeot 208,,2017,16 000 km,1 199 cm3,Benzyna
"32900
PLN",Peugeot 508,,2011,176 000 km,2 000 cm3,Diesel
"11900
PLN",Opel Meriva I,,2006,169 000 km,1 800 cm3,Benzyna
"30500
PLN",Škoda RAPID,,2016,182 000 km,1 598 cm3,Diesel
"6650
PLN",Renault Laguna II,Do negocjacji,2002,211 900 km,1 783 cm3,Benzyna+LPG
"26000
PLN",Opel Karl,Do negocjacji,2016,47 500 km,1 000 cm3,Benzyna
"22500
PLN",Peugeot 307 CC,Do negocjacji,2004,106 600 km,1 997 cm3,Benzyna
"12900
PLN",Volkswagen Golf Plus,,2005,206 455 km,1 968 cm3,Diesel
"44900
PLN",Honda Civic IX,"Do negocjacji, Faktura VAT",2013,95 000 km,1 798 cm3,Benzyna
"13000
PLN",BMW Seria 3 E46,Do negocjacji,2000,192 367 km,2 171 cm3,Benzyna
"57900
PLN",Škoda Octavia III,Do negocjacji,2013,102 459 km,2 000 cm3,Diesel
"13300
PLN",BMW Seria 7 E38,Do negocjacji,2001,239 400 km,2 793 cm3,Benzyna
"15000
PLN",Ford Mondeo Mk4,,2010,270 000 km,2 000 cm3,Diesel
"179000
PLN",BMW M4,Do negocjacji,2015,69 000 km,3 000 cm3,Benzyna
"89900
PLN",BMW Seria 7 G11/12,Faktura VAT,2018,28 000 km,3 000 cm3,Diesel
"56999
PLN",Mercedes-Benz Klasa C W204,Do negocjacji,2012,88 000 km,1 796 cm3,Benzyna
"59200
PLN",Škoda Superb II,Faktura VAT,2014,52 524 km,1 798 cm3,Benzyna
"40900
PLN",Ford Focus Mk3,Faktura VAT,2015,69 000 km,1 560 cm3,Diesel
"179900
PLN",Audi Q3,Faktura VAT,2019,200 km,1 500 cm3,Benzyna
"49000
PLN",Kia Sportage III,Do negocjacji,2013,74 452 km,,Diesel
"6000
PLN",Toyota RAV4 I,Do negocjacji,1997,229 000 km,,Benzyna
"59900
PLN",Audi A5 8T,Do negocjacji,2012,132 500 km,2 000 cm3,Diesel
"17900
PLN",Ford Mondeo Mk4,,2007,175 000 km,1 800 cm3,Diesel
"40900
PLN",Volkswagen Tiguan II,Do negocjacji,2011,136 000 km,1 998 cm3,Diesel
"56000
PLN",Mercedes-Benz Klasa C W204,Do negocjacji,2013,115 000 km,1 800 cm3,Benzyna
"6950
PLN",Opel Zafira B,Do negocjacji,2005,220 000 km,,Diesel
"42500
PLN",Hyundai ix35,Do negocjacji,2010,180 000 km,1 995 cm3,Diesel
"29500
PLN",Volkswagen Passat B7,"Do negocjacji, Faktura VAT",2012,292 000 km,2 000 cm3,Diesel
"11700
PLN",Honda Accord VII,Do negocjacji,2003,376 000 km,2 000 cm3,Benzyna+LPG
"13999
PLN",Mercedes-Benz Vito W639,Do negocjacji,2004,275 268 km,2 200 cm3,Diesel
"23500
PLN",BMW Seria 3 E90/E91/E92/E93,Do negocjacji,2007,182 000 km,1 995 cm3,Benzyna
"5900
PLN",Chevrolet Kalos,Do negocjacji,2006,142 000 km,1 399 cm3,Benzyna
"10900
PLN",Mercedes-Benz Klasa E W210,Do negocjacji,1998,187 000 km,2 799 cm3,Benzyna
"8999
PLN",Volkswagen Phaeton,,2004,290 000 km,5 000 cm3,Diesel
"76700
PLN",BMW Seria 2,,2015,73 000 km,1 998 cm3,Benzyna
"19900
PLN",Fiat Punto Evo,Do negocjacji,2010,75 000 km,1 400 cm3,Benzyna
"93999
PLN",BMW Seria 7 F01,Do negocjacji,2011,168 800 km,3 000 cm3,Diesel
"81000
PLN",Volvo XC 60 I,,2013,82 000 km,2 400 cm3,Diesel
"27800
PLN",Ford Focus Mk3,,2015,232 426 km,1 499 cm3,Diesel
"71900
PLN",Volkswagen CC,Do negocjacji,2016,113 000 km,2 000 cm3,Diesel
"27000
PLN",Chevrolet Cruze,,2012,49 700 km,1 598 cm3,Benzyna
"142990
PLN",Audi A4 B9,"Mo¿liwoœæ odliczenia VAT, Do negocjacji, Faktura VAT",2017,116 000 km,1 968 cm3,Diesel
"99900
PLN",Audi A1,Faktura VAT,2018,14 000 km,1 000 cm3,Benzyna
"16900
PLN",Kia Soul I,,2009,187 000 km,1 582 cm3,Diesel
"69900
PLN",Mitsubishi Outlander III,Do negocjacji,2015,81 240 km,1 998 cm3,Benzyna
"35670
PLN",Opel Astra K,"Mo¿liwoœæ odliczenia VAT, Do negocjacji, Faktura VAT",2016,155 000 km,1 400 cm3,Benzyna+LPG
"54998
PLN",Seat Leon III,"Mo¿liwoœæ odliczenia VAT, Faktura VAT",2017,65 633 km,1 395 cm3,Benzyna
"59900
PLN",Mercedes-Benz Klasa E W212,Do negocjacji,2010,97 400 km,1 796 cm3,Benzyna
"69500
PLN",Audi A7 C7,Do negocjacji,2011,209 913 km,3 000 cm3,Benzyna
"114900
PLN",Audi Q2,"Do negocjacji, Faktura VAT",2018,4 000 km,1 000 cm3,Benzyna
"88900
PLN",Mercedes-Benz Klasa C W205,,2018,12 010 km,1 950 cm3,Diesel
"27800
PLN",Renault Clio IV,Do negocjacji,2013,89 000 km,900 cm3,Benzyna
"46800
PLN",Ford Kuga II,Do negocjacji,2013,171 625 km,2 000 cm3,Benzyna
"449900
PLN",Audi S6 C8,"Do negocjacji, Faktura VAT",2019,8 000 km,2 967 cm3,Diesel
"57900
PLN",BMW 3GT,,2013,252 000 km,1 998 cm3,Diesel
"67000
PLN",Volkswagen Golf VII,,2015,124 622 km,1 968 cm3,Diesel
"569000
PLN",Audi A8 D5,Faktura VAT,2019,1 km,3 000 cm3,Benzyna
"66999
PLN",Volkswagen Golf VII,"Do negocjacji, Faktura VAT",2018,47 800 km,1 395 cm3,Benzyna
"38000
PLN",Opel Astra J,,2015,94 732 km,1 362 cm3,Benzyna+LPG
"36000
PLN",Mitsubishi Outlander II,,2011,225 000 km,2 300 cm3,Diesel
"194999
PLN",Audi A6 Allroad C7,"Do negocjacji, Faktura VAT",2018,43 600 km,2 967 cm3,Diesel
"105900
PLN",Volkswagen T-Roc,Faktura VAT,2019,11 477 km,1 598 cm3,Diesel
"185000
PLN",Chevrolet Corvette,,2014,82 000 km,6 200 cm3,Benzyna
"49900
PLN",Jeep Renegade,Do negocjacji,2016,104 000 km,1 400 cm3,Benzyna
"26998
PLN",Opel Astra J,"Mo¿liwoœæ odliczenia VAT, Faktura VAT",2011,171 201 km,1 362 cm3,Benzyna+LPG
"18500
PLN",BMW Seria 5 E60/E61,Do negocjacji,2005,381 528 km,3 000 cm3,Diesel
"89900
PLN",Audi A5 8T,"Do negocjacji, Faktura VAT",2016,36 000 km,2 000 cm3,Benzyna
"31999
PLN",Toyota RAV4 II,"Do negocjacji, Faktura VAT",2004,145 207 km,1 998 cm3,Benzyna
"38500
PLN",Suzuki SX4 II,Do negocjacji,2013,77 000 km,1 600 cm3,Benzyna
"29800
PLN",Hyundai I30 II,Do negocjacji,2014,174 000 km,1 400 cm3,Benzyna+LPG
"40998
PLN",Ford Focus Mk3,"Mo¿liwoœæ odliczenia VAT, Faktura VAT",2016,22 054 km,1 498 cm3,Diesel
"38900
PLN",Toyota Verso,Do negocjacji,2009,142 000 km,1 798 cm3,Benzyna
"16900
PLN",Ford S-Max I,Do negocjacji,2006,236 000 km,2 000 cm3,Diesel
"45950
PLN",Kia Rio IV,"Do negocjacji, Faktura VAT",2019,1 500 km,1 248 cm3,Benzyna
"89900
PLN",Ford Focus Mk4,Faktura VAT,2018,14 800 km,1 500 cm3,Diesel
"4800
PLN",Renault Megane II,,2003,171 254 km,1 598 cm3,Benzyna
"17000
PLN",Ford Fiesta Mk7,,2010,186 500 km,,Benzyna
"16900
PLN",Hyundai Tucson I,Do negocjacji,2006,197 000 km,2 000 cm3,Benzyna
"8300
PLN",Smart Forfour I,Do negocjacji,2004,198 500 km,1 332 cm3,Benzyna
"67000
PLN",Volkswagen Golf VII,,2015,124 622 km,1 968 cm3,Diesel
"8499
PLN",Chevrolet Aveo,Do negocjacji,2007,136 000 km,1 190 cm3,Benzyna+LPG
"29500
PLN",Nissan Note II,Do negocjacji,2013,53 000 km,1 198 cm3,Benzyna
"99000
PLN",Mercedes-Benz CLA,Do negocjacji,2017,39 649 km,2 000 cm3,Benzyna
"123990
PLN",Audi A4 B9,"Mo¿liwoœæ odliczenia VAT, Do negocjacji, Faktura VAT",2017,136 000 km,1 968 cm3,Diesel
"30500
PLN",Audi A4 B8,Do negocjacji,2009,220 000 km,1 800 cm3,Benzyna
"112000
PLN",BMW Seria 4,Do negocjacji,2016,60 000 km,2 993 cm3,Diesel
"34900
PLN",Opel Astra J,Do negocjacji,2011,135 500 km,1 598 cm3,Benzyna
"12500
PLN",Peugeot 407,Do negocjacji,2006,254 500 km,1 997 cm3,Diesel
"13700
PLN",Toyota Avensis II,Do negocjacji,2008,192 000 km,2 200 cm3,Diesel
"299000
PLN",Audi A6 C8,"Do negocjacji, Faktura VAT",2018,20 000 km,3 000 cm3,Diesel
"87900
PLN",Mitsubishi Eclipse Cross,Faktura VAT,2018,30 670 km,1 499 cm3,Benzyna
"177500
PLN",Audi A4 B9,Faktura VAT,2018,10 km,2 000 cm3,Diesel
"13300
PLN",Volkswagen Polo IV,Do negocjacji,2007,154 000 km,1 600 cm3,Benzyna
"369990
PLN",Audi Q7 II,Faktura VAT,2019,1 km,3 000 cm3,Diesel
"73990
PLN",Mazda CX-5,"Do negocjacji, Faktura VAT",2015,101 000 km,1 998 cm3,Benzyna
"139000
PLN",Lexus GS IV,Faktura VAT,2016,39 961 km,1 998 cm3,Benzyna
"21900
PLN",Dacia Sandero Stepway,,2013,189 000 km,1 461 cm3,Diesel
"69000
PLN",Ford Focus Mk3,Faktura VAT,2017,26 000 km,2 000 cm3,Benzyna
"25500
PLN",Renault Clio IV,,2013,109 000 km,1 461 cm3,Diesel
"57000
PLN",Kia Sportage III,,2014,49 644 km,1 591 cm3,Benzyna
"74000
PLN",Volkswagen Caravelle,,2014,252 000 km,2 000 cm3,Diesel
"28900
PLN",Toyota Yaris III,Do negocjacji,2012,160 000 km,998 cm3,Benzyna
"13000
PLN",Opel Corsa D,,2009,143 562 km,1 229 cm3,Benzyna
"19500
PLN",Mercedes-Benz Klasa B W245,,2008,171 000 km,1 991 cm3,Diesel
"26880
PLN",Suzuki SX4 I,Do negocjacji,2008,84 000 km,1 586 cm3,Benzyna
"57900
PLN",Kia Sportage III,Do negocjacji,2015,43 187 km,1 700 cm3,Diesel
"9400
PLN",Audi TT 8N,Do negocjacji,2003,182 821 km,1 800 cm3,Benzyna
"36900
PLN",Mazda CX-7,Do negocjacji,2010,130 000 km,2 184 cm3,Diesel
"13900
PLN",BMW Seria 3 E46,Do negocjacji,2003,98 000 km,1 998 cm3,Benzyna
"77000
PLN",Audi Q5 8R,Do negocjacji,2013,79 866 km,2 000 cm3,Benzyna
"13900
PLN",Volkswagen Golf Plus,Do negocjacji,2005,169 500 km,1 398 cm3,Benzyna
"19600
PLN",BMW Seria 1 E81/E82/E87/E88,,2010,188 000 km,1 995 cm3,Diesel
"31900
PLN",Renault Megane III,Do negocjacji,2012,120 000 km,1 397 cm3,Benzyna
"21800
PLN",Škoda Octavia II,,2011,150 812 km,1 598 cm3,Diesel
"49900
PLN",Škoda Octavia III,"Do negocjacji, Faktura VAT",2016,122 000 km,1 400 cm3,Benzyna
"34500
PLN",Ford Mondeo Mk4,,2014,191 153 km,1 560 cm3,Diesel
"14300
PLN",Škoda Superb I,Do negocjacji,2004,265 500 km,1 967 cm3,Diesel
"35900
PLN",Hyundai I30 II,,2014,109 571 km,1 400 cm3,Benzyna
"77000
PLN",Mitsubishi Outlander III,,2018,26 200 km,2 360 cm3,Benzyna
"42998
PLN",Toyota Corolla Seria,"Mo¿liwoœæ odliczenia VAT, Faktura VAT",2014,150 053 km,1 598 cm3,Benzyna
"15990
PLN",Audi A4 B7,Do negocjacji,2006,200 000 km,3 200 cm3,Benzyna
"29990
PLN",Audi A6 C6,,2008,281 000 km,3 000 cm3,Diesel
"239000
PLN",Land Rover Discovery V,Faktura VAT,2017,19 600 km,1 999 cm3,Diesel
"32450
PLN",Mercedes-Benz Klasa C W204,,2012,180 000 km,1 800 cm3,Benzyna
"229500
PLN",Kia Stinger,Faktura VAT,2019,14 500 km,3 300 cm3,Benzyna
"8900
PLN",Hyundai i10 I,Do negocjacji,2008,78 849 km,1 248 cm3,Benzyna
"61998
PLN",BMW Seria 3 F30/F31,"Mo¿liwoœæ odliczenia VAT, Faktura VAT",2014,113 332 km,1 995 cm3,Diesel
"74999
PLN",Honda Civic X,"Do negocjacji, Faktura VAT",2017,44 490 km,1 498 cm3,Benzyna
"46500
PLN",Škoda Octavia III,Faktura VAT,2016,60 700 km,1 598 cm3,Diesel
"46900
PLN",Kia Sportage III,,2011,73 954 km,1 600 cm3,Benzyna
"26499
PLN",Nissan Qashqai I,,2007,116 000 km,2 000 cm3,Benzyna
"14900
PLN",Peugeot 207,Do negocjacji,2007,103 920 km,1 598 cm3,Benzyna
"25000
PLN",Ford Focus Mk3,,2012,88 595 km,998 cm3,Benzyna
"39900
PLN",Audi A4 B8,Do negocjacji,2012,140 000 km,1 968 cm3,Diesel
"9990
PLN",Mazda 5 I,Do negocjacji,2005,272 697 km,1 800 cm3,Benzyna
"94800
PLN",Audi A1,Do negocjacji,2019,1 km,1 000 cm3,Benzyna
"76800
PLN",BMW Seria 3 F30/F31,Do negocjacji,2016,203 871 km,1 995 cm3,Diesel
"10400
PLN",Ford Focus Mk2,Do negocjacji,2006,204 500 km,1 600 cm3,Diesel
"24000
PLN",Ford Focus Mk3,,2012,127 195 km,1 560 cm3,Diesel
"32800
PLN",Ford S-Max I,Do negocjacji,2011,228 000 km,1 997 cm3,Diesel
"179000
PLN",BMW X5 F15,,2015,185 000 km,4 000 cm3,Diesel
"64900
PLN",BMW Seria 3 F30/F31,,2014,154 000 km,1 995 cm3,Diesel
"43000
PLN",Volkswagen CC,,2012,159 000 km,1 968 cm3,Diesel
"47000
PLN",Mercedes-Benz Klasa S W220,Do negocjacji,2004,60 000 km,4 266 cm3,Benzyna
"175000
PLN",RAM 1500,Faktura VAT,2015,31 000 km,5 700 cm3,Benzyna
"23999
PLN",Citroën C3 II,Do negocjacji,2015,67 000 km,1 200 cm3,Benzyna
"44400
PLN",Lexus RX II,Do negocjacji,2006,165 400 km,3 311 cm3,Hybryda
"27900
PLN",Mazda 6 II,,2009,107 980 km,1 800 cm3,Benzyna
"16900
PLN",Audi A3 8P,Do negocjacji,2006,273 562 km,1 869 cm3,Diesel
"34900
PLN",Ford Mondeo Mk4,Do negocjacji,2013,144 680 km,1 600 cm3,Benzyna
"10900
PLN",Mazda 6 I,Do negocjacji,2006,143 181 km,1 998 cm3,Diesel
"17900
PLN",Mitsubishi Pajero III,Do negocjacji,2004,294 909 km,2 300 cm3,Diesel
"54999
PLN",Fiat Freemont,Do negocjacji,2014,80 785 km,,Diesel
"39900
PLN",Ford S-Max I,Do negocjacji,2012,190 000 km,2 000 cm3,Diesel
"79900
PLN",Volkswagen Passat B8,"Do negocjacji, Faktura VAT",2016,126 000 km,2 000 cm3,Diesel
"22900
PLN",Mini Cooper,Do negocjacji,2010,156 600 km,1 598 cm3,Benzyna
"104999
PLN",Hyundai Santa Fe III,Faktura VAT,2016,111 288 km,2 000 cm3,Diesel
"118900
PLN",Land Rover Discovery Sport,Faktura VAT,2017,33 335 km,2 000 cm3,Diesel
"29999
PLN",Ford Focus Mk3,Faktura VAT,2016,183 997 km,1 500 cm3,Diesel
"34500
PLN",Fiat 500,Faktura VAT,2018,6 022 km,1 242 cm3,Benzyna
"184750
PLN",Audi A6 C7,Faktura VAT,2017,54 955 km,3 000 cm3,Diesel
"29999
PLN",Chevrolet Orlando,,2012,179 017 km,1 800 cm3,Benzyna+LPG
"29900
PLN",BMW Seria 5 E60/E61,Do negocjacji,2008,170 000 km,,Diesel
"78720
PLN",Toyota RAV4 IV,"Mo¿liwoœæ odliczenia VAT, Do negocjacji, Faktura VAT",2015,69 890 km,1 987 cm3,Benzyna
"19900
PLN",Opel Insignia A,"Do negocjacji, Faktura VAT",2010,235 000 km,,Diesel
"18900
PLN",Opel Zafira B,"Do negocjacji, Faktura VAT",2008,126 260 km,1 796 cm3,Benzyna
"49500
PLN",BMW Seria 7 E65/66,Do negocjacji,2005,70 000 km,4 000 cm3,Benzyna
"15900
PLN",Mercedes-Benz Klasa C W203,Do negocjacji,2007,350 000 km,2 149 cm3,Diesel
"129300
PLN",Audi A8 D4,"Do negocjacji, Faktura VAT",2015,31 270 km,3 000 cm3,Benzyna
"16200
PLN",Seat Ibiza IV,Do negocjacji,2010,221 000 km,1 600 cm3,Diesel
"49987
PLN",Volkswagen Transporter T5,"Mo¿liwoœæ odliczenia VAT, Faktura VAT",2012,232 000 km,2 000 cm3,Diesel
"29500
PLN",Mitsubishi L200,,2007,280 000 km,2 500 cm3,Diesel
"23500
PLN",Škoda Citigo,,2015,62 500 km,999 cm3,Benzyna
"14500
PLN",Ford C-MAX I,,2008,155 000 km,1 800 cm3,Diesel
"6500
PLN",BMW Seria 3 E46,Do negocjacji,2001,278 800 km,1 951 cm3,Diesel
"12600
PLN",Ford Focus C-Max,Do negocjacji,2005,145 000 km,1 998 cm3,Benzyna
"51900
PLN",Audi Q5 8R,,2014,197 000 km,1 984 cm3,Benzyna
"39900
PLN",Volkswagen Tiguan I,Do negocjacji,2011,178 000 km,1 400 cm3,Benzyna+LPG
"49900
PLN",Audi Q5 8R,,2013,164 000 km,1 984 cm3,Benzyna
"77900
PLN",Škoda Superb III,Do negocjacji,2016,64 000 km,1 798 cm3,Benzyna
"8200
PLN",Seat Alhambra I,Do negocjacji,2001,315 000 km,,Diesel
"26900
PLN",Ford Kuga II,"Do negocjacji, Faktura VAT",2016,100 000 km,1 600 cm3,Benzyna
"60900
PLN",BMW Seria 3 F30/F31,,2014,178 000 km,1 995 cm3,Diesel
"6900
PLN",Mazda 6 I,Do negocjacji,2006,157 000 km,2 000 cm3,Diesel
"18500
PLN",Audi TT 8N,,2005,173 700 km,1 800 cm3,Benzyna
"69000
PLN",Audi A6 C7,Do negocjacji,2012,194 014 km,1 968 cm3,Diesel
"47900
PLN",Volkswagen Golf VII,Do negocjacji,2014,123 500 km,2 000 cm3,Diesel
"31900
PLN",Opel Insignia A,Do negocjacji,2012,198 758 km,2 000 cm3,Diesel
"29900
PLN",Honda Civic VIII,,2010,250 000 km,1 800 cm3,Benzyna
"48900
PLN",Mercedes-Benz CL C215,Do negocjacji,2001,200 940 km,5 786 cm3,Benzyna
"8500
PLN",Nissan Primera P12,Do negocjacji,2005,282 000 km,1 769 cm3,Benzyna
"27970
PLN",Opel Corsa E,,2015,115 976 km,1 000 cm3,Benzyna
"52500
PLN",Renault Trafic III,,2018,27 450 km,1 600 cm3,Diesel
"8900
PLN",Mercedes-Benz Klasa C W203,Do negocjacji,2003,343 000 km,1 800 cm3,Benzyna
"21900
PLN",Audi A3 8P,Do negocjacji,2005,197 000 km,1 600 cm3,Benzyna
"238000
PLN",BMW Seria 5 G30/G31,Do negocjacji,2018,26 400 km,2 998 cm3,Benzyna
"239900
PLN",Land Rover Discovery V,Faktura VAT,2017,19 600 km,1 999 cm3,Diesel
"19900
PLN",Ford C-MAX I,Do negocjacji,2007,200 000 km,1 999 cm3,Benzyna
"33600
PLN",Nissan Qashqai I,Faktura VAT,2013,161 548 km,1 461 cm3,Diesel
"150000
PLN",Volvo V60,Faktura VAT,2018,15 900 km,1 969 cm3,Diesel
"11500
PLN",Mazda 6 I,Do negocjacji,2006,224 000 km,1 999 cm3,Benzyna+LPG
"33000
PLN",BMW Seria 3 E90/E91/E92/E93,Do negocjacji,2010,152 000 km,,Diesel
"68999
PLN",Audi A6 C7,Do negocjacji,2013,221 603 km,2 000 cm3,Diesel
"73600
PLN",Opel Insignia B,"Do negocjacji, Faktura VAT",2017,60 000 km,2 000 cm3,Diesel
"39999
PLN",Audi A4 B8,Do negocjacji,2012,180 000 km,2 000 cm3,Diesel
"22000
PLN",Honda CR-Z,,2011,245 000 km,,Hybryda
"31700
PLN",Subaru XV,Do negocjacji,2012,110 300 km,2 000 cm3,Diesel
"64900
PLN",Audi A4 B8,,2016,168 600 km,2 000 cm3,Diesel
"167710
PLN",Mercedes-Benz Klasa S W222,Mo¿liwoœæ odliczenia VAT,2014,191 000 km,4 663 cm3,Benzyna
"68900
PLN",Renault Espace V,Do negocjacji,2017,161 700 km,1 600 cm3,Diesel
"39900
PLN",Peugeot 308 T9,,2015,211 400 km,2 000 cm3,Diesel
"18500
PLN",Ford Fiesta Mk7,Do negocjacji,2009,109 800 km,1 300 cm3,Benzyna
"49999
PLN",Volkswagen Touran III,Do negocjacji,2016,189 000 km,1 598 cm3,Diesel
"44900
PLN",Škoda Octavia III,,2015,123 367 km,1 400 cm3,Benzyna
"44955
PLN",Volkswagen Golf VII,Faktura VAT,2016,96 400 km,1 598 cm3,Diesel
"58900
PLN",Ford Mondeo Mk5,Do negocjacji,2016,162 000 km,1 997 cm3,Diesel
"75900
PLN",Hyundai Tucson II,Faktura VAT,2016,44 472 km,1 700 cm3,Diesel
"114800
PLN",BMW 3GT,Faktura VAT,2017,51 303 km,1 600 cm3,Diesel
"68500
PLN",BMW 5GT,Do negocjacji,2012,212 000 km,3 000 cm3,Diesel
"199900
PLN",Land Rover Discovery Sport,"Do negocjacji, Faktura VAT",2018,2 592 km,1 999 cm3,Diesel
"19900
PLN",Opel Astra J,Do negocjacji,2011,160 000 km,1 700 cm3,Diesel
"19800
PLN",Renault Megane III,,2010,112 000 km,1 500 cm3,Diesel
"66666
PLN",Nissan Qashqai II,,2015,81 000 km,1 618 cm3,Benzyna
"49900
PLN",Volvo XC 60 I,Faktura VAT,2009,65 882 km,2 400 cm3,Diesel
"62000
PLN",Volvo XC 60 I,"Do negocjacji, Faktura VAT",2013,233 000 km,,Diesel
"18900
PLN",Honda Jazz III,,2009,148 245 km,1 198 cm3,Benzyna+LPG
"32400
PLN",BMW X3 E83,,2008,155 000 km,1 995 cm3,Diesel
"23000
PLN",Ford Focus Mk3,Do negocjacji,2012,267 000 km,1 600 cm3,Diesel
"84315
PLN",BMW 5GT,Faktura VAT,2013,167 000 km,2 993 cm3,Diesel
"7900
PLN",Audi A4 B5,Do negocjacji,2001,219 000 km,1 600 cm3,Benzyna
"58999
PLN",Audi RS3,"Do negocjacji, Faktura VAT",2018,56 542 km,2 480 cm3,Benzyna
"29900
PLN",Toyota Auris I,Do negocjacji,2013,129 000 km,1 400 cm3,Benzyna
"32900
PLN",Citroën C5 II,Do negocjacji,2007,165 000 km,2 179 cm3,Diesel
"32900
PLN",Jaguar XF X250,"Do negocjacji, Faktura VAT",2014,45 000 km,2 000 cm3,Benzyna
"5299
PLN",Volkswagen Passat B5,Do negocjacji,2002,211 000 km,1 595 cm3,Benzyna
"43900
PLN",Citroën DS5,,2012,170 000 km,2 000 cm3,Diesel
"221000
PLN",Ford Mustang,,2019,10 500 km,5 038 cm3,Benzyna
"41700
PLN",Citroën C4 Aircross,Do negocjacji,2015,216 000 km,1 560 cm3,Diesel
"28999
PLN",Ford Mondeo Mk4,,2012,190 000 km,1 997 cm3,Diesel
"47900
PLN",Volkswagen Tiguan I,Do negocjacji,2012,193 000 km,2 000 cm3,Diesel
"73900
PLN",BMW X3 F25,Do negocjacji,2013,135 000 km,1 984 cm3,Diesel
"184900
PLN",Audi Q5 FY,Faktura VAT,2019,8 293 km,1 968 cm3,Diesel
"45000
PLN",Audi A4 B8,,2011,111 148 km,1 798 cm3,Benzyna
"30000
PLN",Renault Megane III,,2015,150 500 km,1 461 cm3,Diesel
"295200
PLN",Mercedes-Benz Klasa S W222,"Mo¿liwoœæ odliczenia VAT, Do negocjacji, Faktura VAT",2013,92 500 km,5 461 cm3,Benzyna
"17500
PLN",Opel Astra H,Do negocjacji,2010,139 000 km,,Diesel
"17900
PLN",BMW Seria 3 E90/E91/E92/E93,Do negocjacji,2005,225 284 km,1 995 cm3,Diesel
"129900
PLN",Audi A5 F5,Faktura VAT,2018,27 230 km,1 395 cm3,Benzyna
"125000
PLN",Lexus NX,,2015,34 000 km,2 500 cm3,Benzyna
"7900
PLN",Opel Astra G,Do negocjacji,2008,267 000 km,1 598 cm3,Benzyna
"13999
PLN",Saab 9-5,Do negocjacji,2006,200 000 km,1 985 cm3,Benzyna
"26900
PLN",Kia Venga,Do negocjacji,2011,117 000 km,1 400 cm3,Benzyna
"205000
PLN",Audi A7 C7,Do negocjacji,2016,91 000 km,3 000 cm3,Diesel
"29900
PLN",Mitsubishi Outlander II,"Do negocjacji, Faktura VAT",2010,290 000 km,1 960 cm3,Diesel
"11000
PLN",Nissan Note I,Do negocjacji,2006,235 000 km,1 598 cm3,Benzyna+LPG
"14900
PLN",Ford Mondeo Mk4,Do negocjacji,2008,263 000 km,1 800 cm3,Diesel
"62800
PLN",Volkswagen Sharan II,"Mo¿liwoœæ odliczenia VAT, Do negocjacji, Faktura VAT",2015,140 000 km,2 000 cm3,Diesel
"14500
PLN",Volkswagen Golf V,Do negocjacji,2008,197 000 km,1 899 cm3,Diesel
"37500
PLN",BMW X1 E84,Do negocjacji,2011,173 000 km,1 998 cm3,Diesel
"29999
PLN",Fiat 124,,1972,22 040 km,1 438 cm3,Benzyna
"28900
PLN",BMW Seria 3 E90/E91/E92/E93,,2009,241 000 km,2 993 cm3,Diesel
"6450
PLN",Citroën C3 I,,2003,122 300 km,1 360 cm3,Benzyna
"49900
PLN",Volkswagen Sharan II,Do negocjacji,2011,200 000 km,1 968 cm3,Diesel
"74900
PLN",Volkswagen Touareg II,Do negocjacji,2012,172 000 km,3 000 cm3,Diesel
