"14900
PLN",Volkswagen Passat B6,Do negocjacji,2006,248 000 km,1 900 cm3,Diesel
"13500
PLN",Peugeot 207,,2009,155 000 km,,Benzyna
"18500
PLN",Alfa Romeo 159,Do negocjacji,2007,157 000 km,1 900 cm3,Diesel
"27900
PLN",Peugeot 5008 I,,2010,199 800 km,1 598 cm3,Benzyna
"43999
PLN",Nissan Qashqai I,Do negocjacji,2013,99 000 km,1 598 cm3,Benzyna
"105900
PLN",BMW Seria 4,Do negocjacji,2017,32 000 km,1 998 cm3,Benzyna
"38500
PLN",Volkswagen Passat CC,Do negocjacji,2009,218 000 km,1 999 cm3,Diesel
"8900
PLN",Mercedes-Benz Klasa C W203,Do negocjacji,2001,197 000 km,1 998 cm3,Benzyna
"49900
PLN",Mitsubishi ASX,,2014,90 000 km,1 600 cm3,Benzyna
"26900
PLN",Mercedes-Benz Klasa E W211,,2008,272 000 km,2 200 cm3,Diesel
"38500
PLN",Citroën C4 II,,2016,22 500 km,1 600 cm3,Diesel
"41500
PLN",Volvo V60,Do negocjacji,2012,199 500 km,1 596 cm3,Benzyna
"27900
PLN",Ford Focus Mk3,Do negocjacji,2014,113 000 km,998 cm3,Benzyna
"56900
PLN",Ford Focus Mk3,Faktura VAT,2018,9 500 km,1 600 cm3,Benzyna
"69900
PLN",Ford Focus Mk3,Faktura VAT,2017,15 000 km,1 500 cm3,Diesel
"17900
PLN",Peugeot 207,Faktura VAT,2012,105 800 km,1 398 cm3,Benzyna
"23500
PLN",Opel Insignia A,Do negocjacji,2009,253 000 km,2 000 cm3,Diesel
"58900
PLN",Audi A3 8V,Do negocjacji,2015,135 000 km,1 984 cm3,Benzyna
"59986
PLN",Škoda Octavia III,Faktura VAT,2017,36 300 km,1 400 cm3,Benzyna
"77500
PLN",Audi A6 C7,Do negocjacji,2015,228 243 km,2 000 cm3,Diesel
"29500
PLN",Mazda CX-7,,2010,177 100 km,2 200 cm3,Diesel
"35000
PLN",Škoda Octavia II,,2011,75 000 km,,Benzyna
"33400
PLN",Peugeot 3008 I,,2013,150 100 km,1 560 cm3,Diesel
"26000
PLN",BMW Seria 5 E60/E61,Do negocjacji,2008,288 350 km,2 993 cm3,Diesel
"17900
PLN",Chevrolet Cruze,Do negocjacji,2010,159 932 km,2 000 cm3,Diesel
"38900
PLN",Ford Focus Mk3,,2017,19 500 km,1 999 cm3,Benzyna
"43900
PLN",Hyundai ix35,Do negocjacji,2014,154 000 km,1 685 cm3,Diesel
"39000
PLN",Mazda 6 III,Do negocjacji,2012,237 000 km,2 184 cm3,Diesel
"31900
PLN",Audi A6 C6,Do negocjacji,2007,171 200 km,2 967 cm3,Diesel
"38900
PLN",BMW Seria 3 E90/E91/E92/E93,Do negocjacji,2011,101 000 km,2 000 cm3,Diesel
"139990
PLN",Volkswagen Multivan,"Do negocjacji, Faktura VAT",2017,46 350 km,1 968 cm3,Diesel
"11800
PLN",Seat Ibiza IV,,2011,148 000 km,,Diesel
"26900
PLN",Audi A4 B8,,2008,260 000 km,2 000 cm3,Diesel
"194999
PLN",Kia Stinger,Faktura VAT,2019,9 100 km,3 342 cm3,Benzyna
"32900
PLN",Volkswagen Passat B7,Do negocjacji,2010,196 140 km,1 998 cm3,Diesel
"22500
PLN",Ford S-Max I,,2009,233 000 km,2 000 cm3,Diesel
"44500
PLN",Mazda 3 III,Do negocjacji,2015,82 300 km,1 998 cm3,Benzyna
"17500
PLN",Renault Megane III,Do negocjacji,2010,237 027 km,1 870 cm3,Diesel
"26500
PLN",Mercedes-Benz Klasa E W211,Do negocjacji,2003,144 000 km,1 796 cm3,Benzyna+LPG
"59900
PLN",Mazda 6 III,Do negocjacji,2014,81 000 km,1 996 cm3,Benzyna
"14900
PLN",Peugeot 308 T7,,2007,172 800 km,1 997 cm3,Diesel
"215700
PLN",Mercedes-Benz Klasa A W177,"Do negocjacji, Faktura VAT",2019,13 850 km,1 991 cm3,Benzyna
"22900
PLN",BMW Seria 5 E60/E61,Do negocjacji,2004,276 000 km,2 171 cm3,Benzyna
"16600
PLN",Seat Leon II,Do negocjacji,2007,200 000 km,1 598 cm3,Benzyna
"79000
PLN",Samochód osobowy,,1974,50 233 km,,Benzyna
"68900
PLN",Mercedes-Benz Klasa E W212,,2013,197 000 km,2 143 cm3,Diesel
"27999
PLN",Mercedes-Benz Klasa C W203,,2007,159 000 km,2 999 cm3,Diesel
"33500
PLN",Ford Focus Mk3,,2015,218 000 km,2 000 cm3,Diesel
"14999
PLN",Toyota Avensis II,Do negocjacji,2003,194 000 km,2 000 cm3,Benzyna
"25000
PLN",Wartburg 353,Do negocjacji,1982,44 000 km,992 cm3,Benzyna
"21999
PLN",Audi A6 C6,Do negocjacji,2005,280 000 km,2 000 cm3,Diesel
"50900
PLN",Hyundai i40,Do negocjacji,2015,95 200 km,1 700 cm3,Diesel
"52900
PLN",Kia Sportage III,Do negocjacji,2015,98 300 km,1 685 cm3,Diesel
"17900
PLN",Toyota Corolla Verso,Do negocjacji,2006,201 000 km,1 800 cm3,Benzyna
"23900
PLN",Mazda 6 II,,2008,200 000 km,1 798 cm3,Benzyna
"18000
PLN",Ford KA II,Do negocjacji,2014,77 000 km,1 200 cm3,Benzyna
"59900
PLN",Kia Ceed II,Do negocjacji,2017,39 637 km,1 591 cm3,Benzyna
"51900
PLN",Renault Clio IV,Faktura VAT,2018,12 800 km,1 461 cm3,Diesel
"29900
PLN",Škoda Octavia II,,2011,95 600 km,1 598 cm3,Diesel
"17900
PLN",Audi A4 B7,Do negocjacji,2006,253 000 km,2 000 cm3,Diesel
"29900
PLN",Volkswagen Golf VI,Do negocjacji,2011,181 000 km,1 600 cm3,Diesel
"24500
PLN",Subaru Legacy V,"Do negocjacji, Faktura VAT",2010,194 000 km,1 998 cm3,Diesel
"8600
PLN",Fiat Grande Punto,Do negocjacji,2009,272 000 km,1 400 cm3,Benzyna+LPG
"34600
PLN",Nissan Qashqai I,,2012,138 200 km,1 461 cm3,Diesel
"33900
PLN",Audi A4 B8,Do negocjacji,2011,211 000 km,2 000 cm3,Diesel
"29900
PLN",Audi A3 8P,,2011,150 000 km,1 798 cm3,Benzyna
"9999
PLN",Volkswagen Passat B6,Do negocjacji,2006,280 000 km,1 998 cm3,Diesel
"37999
PLN",BMW Seria 1 F20/F21,Do negocjacji,2013,160 000 km,1 598 cm3,Benzyna
"126900
PLN",Volkswagen Passat B8,Faktura VAT,2019,13 750 km,1 500 cm3,Benzyna
"9500
PLN",Toyota Yaris I,,2003,171 000 km,1 498 cm3,Benzyna
"16900
PLN",BMW Seria 1 E81/E82/E87/E88,,2007,247 000 km,2 000 cm3,Diesel
"27900
PLN",Nissan Qashqai I,Do negocjacji,2009,211 000 km,1 600 cm3,Benzyna
"28400
PLN",Audi A3 8P,Do negocjacji,2010,115 000 km,1 200 cm3,Benzyna
"17900
PLN",Volkswagen Polo V,Do negocjacji,2010,155 300 km,1 598 cm3,Diesel
"20500
PLN",BMW Seria 5 E60/E61,Do negocjacji,2005,207 500 km,525 cm3,Diesel
"8200
PLN",Opel Astra G,Do negocjacji,2005,151 000 km,1 364 cm3,Benzyna
"34900
PLN",Toyota Avensis III,Do negocjacji,2010,181 000 km,1 800 cm3,Benzyna
"79500
PLN",Audi Q3,,2015,115 732 km,1 395 cm3,Benzyna
"37500
PLN",BMW Seria 1 E81/E82/E87/E88,Do negocjacji,2008,220 000 km,2 000 cm3,Diesel
"15999
PLN",Volvo C30,Do negocjacji,2008,155 000 km,2 000 cm3,Diesel
"20900
PLN",Audi A4 B7,,2006,191 000 km,1 600 cm3,Benzyna
"18900
PLN",Toyota Avensis II,Do negocjacji,2005,147 000 km,1 998 cm3,Benzyna
"29999
PLN",Ford Focus Mk3,Do negocjacji,2011,109 000 km,1 600 cm3,Benzyna
"116450
PLN",Mini Countryman,"Do negocjacji, Faktura VAT",2018,3 500 km,1 499 cm3,Benzyna
"49999
PLN",Volkswagen Tiguan I,Do negocjacji,2013,86 000 km,2 000 cm3,Benzyna
"15900
PLN",Fiat Punto Evo,,2010,210 000 km,1 400 cm3,Benzyna
"127900
PLN",Audi A5 F5,,2018,24 790 km,1 984 cm3,Benzyna
"25999
PLN",Chevrolet Orlando,Do negocjacji,2012,136 000 km,2 000 cm3,Diesel
"19600
PLN",Hyundai i20 I,Do negocjacji,2013,168 200 km,1 200 cm3,Benzyna
"42800
PLN",Toyota Avensis III,,2014,139 000 km,1 998 cm3,Diesel
"18900
PLN",Peugeot 308 T7,,2010,180 000 km,1 600 cm3,Benzyna
"49000
PLN",Chevrolet,Do negocjacji,1965,86 000 km,3 802 cm3,Benzyna
"136530
PLN",Porsche Cayenne II,"Mo¿liwoœæ odliczenia VAT, Faktura VAT",2012,207 000 km,3 000 cm3,Diesel
"17800
PLN",Ford Mondeo Mk4,Do negocjacji,2007,189 952 km,1 997 cm3,Diesel
"93826
PLN",Audi Q2,"Do negocjacji, Faktura VAT",2017,67 854 km,1 595 cm3,Diesel
"25999
PLN",Opel Insignia A,,2011,195 000 km,,Diesel
"54900
PLN",Mini Countryman,,2012,139 000 km,1 995 cm3,Diesel
"201449
PLN",Volkswagen Amarok,Mo¿liwoœæ odliczenia VAT,2019,1 800 km,3 000 cm3,Diesel
"69000
PLN",Ford,"Do negocjacji, Faktura VAT",1959,45 000 km,5 000 cm3,Benzyna
"9600
PLN",Chrysler Grand Voyager III,Do negocjacji,2004,240 000 km,2 800 cm3,Diesel
"8888
PLN",Mercedes-Benz Klasa C W203,Do negocjacji,2003,240 000 km,2 200 cm3,Diesel
"65999
PLN",Audi A4 B8,,2016,180 000 km,1 968 cm3,Diesel
"15200
PLN",Volkswagen Touran I,,2005,329 000 km,2 000 cm3,Diesel
"46900
PLN",BMW Seria 2,,2016,156 000 km,1 600 cm3,Diesel
"63500
PLN",Mini Countryman,Do negocjacji,2014,65 000 km,1 600 cm3,Benzyna
"18900
PLN",Volkswagen Passat B6,,2009,255 000 km,2 000 cm3,Diesel
"34500
PLN",Ford Mondeo Mk4,Do negocjacji,2010,230 000 km,1 998 cm3,Benzyna
"79999
PLN",Jeep Cherokee V,,2016,63 522 km,3 239 cm3,Benzyna
"29900
PLN",BMW Seria 5 F10/F11,,2011,116 000 km,,Diesel
"21999
PLN",Volkswagen Golf VI,Do negocjacji,2009,167 000 km,1 390 cm3,Benzyna
"399900
PLN",Land Rover Range Rover Sport II,"Do negocjacji, Faktura VAT",2018,9 550 km,2 993 cm3,Diesel
"154800
PLN",Audi Q5 FY,"Do negocjacji, Faktura VAT",2018,50 000 km,1 968 cm3,Diesel
"5700
PLN",Volkswagen Golf IV,Do negocjacji,1998,209 932 km,1 600 cm3,Benzyna+LPG
"35900
PLN",Ford Fiesta Mk7,,2015,78 360 km,1 242 cm3,Benzyna+LPG
"55350
PLN",BMW Seria 5 G30/G31,"Mo¿liwoœæ odliczenia VAT, Do negocjacji, Faktura VAT",2019,9 100 km,2 993 cm3,Diesel
"67900
PLN",BMW X1 F48,,2016,191 000 km,1 600 cm3,Diesel
"80900
PLN",Ford Focus Mk4,Faktura VAT,2018,1 km,998 cm3,Benzyna
"52900
PLN",Škoda Yeti,Do negocjacji,2016,18 701 km,1 400 cm3,Benzyna
"134900
PLN",Mercedes-Benz GLA,Faktura VAT,2018,13 900 km,1 991 cm3,Benzyna
"39999
PLN",Toyota Land Cruiser IV,,2004,229 000 km,2 998 cm3,Diesel
"36900
PLN",Volkswagen Touran II,Do negocjacji,2012,205 000 km,2 000 cm3,Diesel
"71900
PLN",Audi A6 C7,Do negocjacji,2015,168 000 km,1 968 cm3,Diesel
"82900
PLN",Volkswagen T-Roc,Faktura VAT,2018,19 000 km,1 000 cm3,Benzyna
"37900
PLN",Peugeot 508,,2013,139 000 km,1 997 cm3,Hybryda
"29000
PLN",Ford Grand C-MAX,,2010,82 000 km,1 600 cm3,Benzyna
"10900
PLN",Audi A3 8L,Do negocjacji,2000,119 000 km,1 595 cm3,Benzyna
"137900
PLN",Volkswagen Tiguan II,Faktura VAT,2017,36 700 km,1 998 cm3,Benzyna
"12900
PLN",Škoda Octavia II,Do negocjacji,2005,418 000 km,1 968 cm3,Diesel
"10200
PLN",Renault Megane II,Do negocjacji,2003,211 444 km,1 998 cm3,Benzyna+LPG
"28900
PLN",Alfa Romeo Giulietta,,2013,141 000 km,1 400 cm3,Benzyna
"38500
PLN",Nissan Qashqai I,"Do negocjacji, Faktura VAT",2011,142 500 km,,Benzyna
"10690
PLN",BMW Seria 5 E39,Do negocjacji,2002,270 000 km,3 000 cm3,Diesel
"8900
PLN",Volvo V70 II,Do negocjacji,2002,370 000 km,2 401 cm3,Diesel
"30900
PLN",Ford Focus Mk3,Do negocjacji,2014,197 000 km,1 560 cm3,Diesel
"11800
PLN",Volvo S40 II,Do negocjacji,2006,275 000 km,1 997 cm3,Diesel
"33000
PLN",Honda Accord VIII,Do negocjacji,2009,182 600 km,1 998 cm3,Benzyna
"15900
PLN",Ford Focus Mk2,Do negocjacji,2006,119 000 km,1 596 cm3,Benzyna
"129900
PLN",Land Rover Range Rover Evoque,"Do negocjacji, Faktura VAT",2016,31 950 km,1 999 cm3,Benzyna
"35900
PLN",Suzuki Baleno,Faktura VAT,2017,79 000 km,1 242 cm3,Benzyna
"19999
PLN",Ford Galaxy Mk2,Do negocjacji,2009,310 800 km,1 997 cm3,Diesel
"32999
PLN",Ford Focus Mk3,Do negocjacji,2016,59 500 km,1 999 cm3,Benzyna
"58900
PLN",Jeep Cherokee V,,2015,88 000 km,3 200 cm3,Benzyna
"79800
PLN",Škoda Octavia III,Do negocjacji,2019,10 200 km,1 500 cm3,Benzyna
"39900
PLN",BMW Seria 6 E63/E64,Do negocjacji,2004,191 430 km,4 398 cm3,Benzyna+LPG
"13499
PLN",BMW Seria 3 E46,Do negocjacji,2002,205 000 km,2 000 cm3,Benzyna
"17500
PLN",Opel Astra H,,2010,225 000 km,1 700 cm3,Diesel
"15900
PLN",BMW Seria 3 E90/E91/E92/E93,Do negocjacji,2005,253 080 km,1 995 cm3,Benzyna
"39900
PLN",Nissan Patrol GR,Do negocjacji,1992,63 000 km,2 800 cm3,Diesel
"32999
PLN",Opel Astra J,,2013,78 800 km,1 400 cm3,Benzyna
"6500
PLN",Renault Thalia,Do negocjacji,2007,135 000 km,1 149 cm3,Benzyna
"99999
PLN",BMW M3,,2004,75 000 km,3 200 cm3,Benzyna
"24900
PLN",Audi A4 B7,Do negocjacji,2008,188 948 km,2 000 cm3,Benzyna
"269900
PLN",Mercedes-Benz GLE W166,Faktura VAT,2017,91 700 km,2 987 cm3,Diesel
"14900
PLN",Citroën C4 Grand Picasso I,Do negocjacji,2006,211 036 km,1 800 cm3,Benzyna
"37000
PLN",Peugeot 2008,,2013,123 000 km,1 560 cm3,Diesel
"6900
PLN",Citroën C5 II,Do negocjacji,2006,194 000 km,2 000 cm3,Diesel
"7800
PLN",Nissan Micra K12,Do negocjacji,2003,49 523 km,1 240 cm3,Benzyna
"89999
PLN",BMW 3GT,Faktura VAT,2017,86 000 km,2 000 cm3,Diesel
"139000
PLN",Lexus RX IV,"Do negocjacji, Faktura VAT",2016,106 000 km,,Benzyna
"67900
PLN",Ford Mondeo Mk5,"Do negocjacji, Faktura VAT",2016,99 000 km,2 000 cm3,Diesel
"136900
PLN",BMW X2,Faktura VAT,2019,9 000 km,1 500 cm3,Benzyna
"106900
PLN",Mini Clubman,Faktura VAT,2018,24 000 km,2 000 cm3,Benzyna
"102900
PLN",BMW X3 F25,Faktura VAT,2015,118 000 km,2 000 cm3,Diesel
"19900
PLN",BMW Seria 3 E90/E91/E92/E93,Do negocjacji,2005,240 000 km,1 998 cm3,Benzyna
"37900
PLN",Volkswagen Caddy III,Do negocjacji,2011,207 000 km,,Diesel
"94999
PLN",BMW Seria 5 F10/F11,Faktura VAT,2016,118 000 km,2 000 cm3,Diesel
"32500
PLN",Hyundai ix35,,2010,100 000 km,1 998 cm3,Benzyna
"30499
PLN",Seat Exeo,Do negocjacji,2013,177 000 km,1 968 cm3,Diesel
"324900
PLN",Audi A7 C8,Faktura VAT,2019,5 834 km,2 967 cm3,Diesel
"10900
PLN",Seat Leon I,Do negocjacji,2003,328 871 km,1 900 cm3,Diesel
"299900
PLN",Mercedes-Benz Klasa A W177,"Do negocjacji, Faktura VAT",2019,999 km,1 991 cm3,Benzyna
"89500
PLN",Kia Sportage IV,,2017,54 000 km,2 000 cm3,Diesel
"15500
PLN",Ford Mondeo Mk4,Do negocjacji,2009,232 000 km,2 000 cm3,Diesel
"18000
PLN",Opel Astra H,Do negocjacji,2007,115 000 km,1 900 cm3,Diesel
"94900
PLN",Audi A6 C7,"Do negocjacji, Faktura VAT",2018,169 000 km,1 968 cm3,Diesel
"59999
PLN",BMW Seria 3 F30/F31,,2016,198 732 km,2 000 cm3,Diesel
"43580
PLN",Volkswagen Caravelle,"Do negocjacji, Faktura VAT",2010,265 500 km,1 968 cm3,Diesel
"39900
PLN",Ford,"Do negocjacji, Faktura VAT",1964,121 000 km,4 785 cm3,Benzyna
"7500
PLN",Chevrolet Kalos,,2005,78 500 km,1 400 cm3,Benzyna
"10800
PLN",Mercedes-Benz Klasa A W169,Do negocjacji,2005,159 000 km,1 991 cm3,Diesel
"32500
PLN",Kia Ceed II,,2014,107 000 km,1 600 cm3,Diesel
"12500
PLN",Volkswagen Golf V,,2007,298 000 km,1 968 cm3,Diesel
"47000
PLN",Ford Focus Mk3,,2016,30 000 km,1 498 cm3,Benzyna
"14900
PLN",Suzuki Alto,,2011,55 000 km,1 000 cm3,Benzyna
"43000
PLN",Volkswagen Golf VII,,2015,104 000 km,1 968 cm3,Diesel
"23500
PLN",Volkswagen Passat B6,Do negocjacji,2010,224 000 km,1 997 cm3,Diesel
"39999
PLN",BMW X1 E84,Do negocjacji,2011,195 777 km,1 997 cm3,Diesel
"7500
PLN",Citroën C4 Grand Picasso I,,2012,150 000 km,1 600 cm3,Benzyna
"89000
PLN",Mercedes-Benz CLA,Do negocjacji,2015,111 800 km,1 595 cm3,Benzyna
"81900
PLN",Škoda Scala,Faktura VAT,2019,9 936 km,999 cm3,Benzyna
"20900
PLN",Kia Sportage II,Do negocjacji,2007,198 664 km,1 991 cm3,Diesel
"319900
PLN",Mercedes-Benz Klasa A W177,"Do negocjacji, Faktura VAT",2019,999 km,1 991 cm3,Benzyna
"232470
PLN",Audi A6 C8,"Mo¿liwoœæ odliczenia VAT, Do negocjacji, Faktura VAT",2018,55 000 km,1 968 cm3,Diesel
"11900
PLN",Audi A3 8L,Do negocjacji,2001,226 000 km,1 600 cm3,Benzyna
"24300
PLN",BMW Seria 5 E60/E61,,2007,164 521 km,3 000 cm3,Diesel
"72000
PLN",Volkswagen Passat B8,,2015,118 000 km,,Benzyna
"17900
PLN",Volkswagen Passat B6,Do negocjacji,2009,279 000 km,1 968 cm3,Diesel
"23500
PLN",Citroën C5 III,Do negocjacji,2012,160 000 km,1 600 cm3,Diesel
"30600
PLN",Renault Scenic III,Do negocjacji,2013,109 400 km,1 200 cm3,Benzyna
"13900
PLN",Citroën C4 I,Do negocjacji,2005,181 700 km,1 997 cm3,Benzyna
"61800
PLN",Audi A4 B9,Do negocjacji,2016,172 100 km,2 000 cm3,Diesel
"34500
PLN",Kia Rio IV,,2017,162 000 km,1 249 cm3,Benzyna+LPG
"382000
PLN",Porsche Panamera,Faktura VAT,2017,97 000 km,2 900 cm3,Hybryda
"49999
PLN",Toyota Yaris III,,2018,5 400 km,1 496 cm3,Benzyna
"83000
PLN",BMW X6 M,,2009,178 000 km,,Benzyna
"37900
PLN",Honda CR-V III,Do negocjacji,2010,204 000 km,2 200 cm3,Diesel
"65900
PLN",Chrysler Town & Country II,Do negocjacji,2016,73 252 km,,Benzyna
"59800
PLN",BMW 5GT,Do negocjacji,2013,241 800 km,2 000 cm3,Diesel
"39900
PLN",Škoda Fabia III,,2018,5 900 km,999 cm3,Benzyna
"46000
PLN",Volkswagen Polo VI,,2018,9 815 km,999 cm3,Benzyna
"15999
PLN",Renault Twingo II,Do negocjacji,2013,107 528 km,1 200 cm3,Benzyna
"21000
PLN",Hyundai Santa Fe II,Do negocjacji,2006,167 000 km,,Diesel
"26900
PLN",Ford Mondeo Mk4,Do negocjacji,2011,158 400 km,1 600 cm3,Benzyna
"63500
PLN",BMW Seria 3 F30/F31,Do negocjacji,2014,189 000 km,1 995 cm3,Diesel
"16900
PLN",Renault Clio III,Do negocjacji,2010,144 321 km,1 149 cm3,Benzyna
"28600
PLN",Škoda Yeti,Do negocjacji,2011,252 300 km,2 000 cm3,Diesel
"15900
PLN",Hyundai I30 I,Do negocjacji,2011,192 300 km,1 400 cm3,Benzyna
"20900
PLN",Mercedes-Benz Klasa B W245,Do negocjacji,2008,175 000 km,1 700 cm3,Benzyna
"30000
PLN",Suzuki Grand Vitara II,Do negocjacji,2009,155 800 km,1 995 cm3,Benzyna
"38000
PLN",Porsche 914,Do negocjacji,1972,65 000 km,1 700 cm3,Benzyna
"15500
PLN",Chevrolet Spark,Do negocjacji,2012,89 000 km,1 206 cm3,Benzyna
"67999
PLN",Mercedes-Benz Klasa C W205,,2016,198 977 km,1 598 cm3,Diesel
"29500
PLN",Volkswagen Passat CC,,2009,134 500 km,1 798 cm3,Benzyna
"59900
PLN",Volvo S60 II,Do negocjacji,2016,170 000 km,2 000 cm3,Diesel
"34900
PLN",Toyota Avensis III,,2013,189 000 km,1 995 cm3,Diesel
"13999
PLN",Toyota Avensis Verso,Do negocjacji,2002,237 200 km,1 998 cm3,Benzyna+LPG
"42900
PLN",Volkswagen Passat B7,Do negocjacji,2011,236 000 km,,Diesel
"32000
PLN",Volkswagen Passat B7,,2011,228 000 km,,Diesel
"14500
PLN",Citroën C5 III,,2008,633 000 km,2 000 cm3,Diesel
"2450
PLN",Peugeot 206,Do negocjacji,2003,113 000 km,1 360 cm3,Benzyna
"56900
PLN",Ford S-Max II,,2015,247 000 km,1 997 cm3,Diesel
"98400
PLN",Jeep Cherokee V,"Mo¿liwoœæ odliczenia VAT, Do negocjacji, Faktura VAT",2014,112 000 km,3 200 cm3,Benzyna+LPG
"12500
PLN",Mercedes-Benz Klasa S W220,,2001,180 000 km,4 000 cm3,Diesel
"45000
PLN",Toyota Auris II,Do negocjacji,2016,49 000 km,1 590 cm3,Diesel
"48999
PLN",Opel Insignia A,,2016,189 777 km,1 956 cm3,Diesel
"49900
PLN",Mazda CX-5,Do negocjacji,2012,210 765 km,1 998 cm3,Benzyna
"12500
PLN",Volvo S40 II,Do negocjacji,2006,226 123 km,1 560 cm3,Diesel
"59000
PLN",Hyundai ix35,Do negocjacji,2015,113 000 km,1 999 cm3,Benzyna
"59000
PLN",Hyundai ix35,Do negocjacji,2015,113 000 km,1 999 cm3,Benzyna
"54900
PLN",Ford Kuga II,"Do negocjacji, Faktura VAT",2015,100 000 km,2 000 cm3,Benzyna
"57000
PLN",Volvo XC 60 I,Do negocjacji,2012,123 000 km,1 984 cm3,Diesel
"129999
PLN",Audi A6 C7,,2016,73 000 km,2 999 cm3,Benzyna
"21000
PLN",Ford C-MAX I,Do negocjacji,2010,100 350 km,1 560 cm3,Diesel
"225900
PLN",Mercedes-Benz Klasa A W177,Faktura VAT,2018,7 500 km,1 991 cm3,Benzyna
"14900
PLN",Suzuki Swift IV,Do negocjacji,2007,111 000 km,1 300 cm3,Benzyna
"199900
PLN",Mercedes-Benz Klasa A W177,Faktura VAT,2019,260 km,1 991 cm3,Benzyna
"55227
PLN",Mitsubishi Pajero IV,"Mo¿liwoœæ odliczenia VAT, Faktura VAT",2010,199 000 km,3 200 cm3,Diesel
"47700
PLN",Hyundai i40,Do negocjacji,2016,129 700 km,1 685 cm3,Diesel
"31999
PLN",BMW Seria 3 E90/E91/E92/E93,Do negocjacji,2010,216 000 km,2 000 cm3,Diesel
"25280
PLN",Seat Leon II,Do negocjacji,2007,179 500 km,1 984 cm3,Benzyna
"20900
PLN",BMW Seria 3 E46,Do negocjacji,2001,330 000 km,,Benzyna
"38900
PLN",Mitsubishi ASX,Do negocjacji,2012,67 000 km,1 600 cm3,Benzyna
"250000
PLN",Mercedes-Benz Klasa S W222,"Do negocjacji, Faktura VAT",2014,140 000 km,5 461 cm3,Benzyna
"55000
PLN",Mercedes-Benz Klasa E W212,,2011,200 000 km,3 000 cm3,Diesel
"44900
PLN",Škoda Superb II,,2012,116 000 km,1 998 cm3,Diesel
"104900
PLN",Mitsubishi Outlander III,"Do negocjacji, Faktura VAT",2015,67 000 km,1 998 cm3,Hybryda
"55499
PLN",Audi A6 C7,,2011,198 900 km,2 800 cm3,Benzyna
"16600
PLN",Volkswagen Golf V,Do negocjacji,2007,198 301 km,1 896 cm3,Diesel
"20990
PLN",Volvo V70 III,,2008,212 000 km,1 997 cm3,Diesel
"21500
PLN",Seat Ibiza IV,,2011,126 000 km,1 197 cm3,Benzyna
"19900
PLN",Seat Exeo,Do negocjacji,2010,187 000 km,2 000 cm3,Diesel
"73000
PLN",Mercedes-Benz Klasa C W205,"Do negocjacji, Faktura VAT",2015,88 000 km,1 600 cm3,Diesel
"124900
PLN",Mercedes-Benz Klasa C W205,Faktura VAT,2018,15 690 km,1 595 cm3,Benzyna
"210000
PLN",BMW M4,Faktura VAT,2015,84 000 km,3 000 cm3,Benzyna
"5500
PLN",Mercedes-Benz W201 (190),Faktura VAT,1989,210 000 km,1 997 cm3,Benzyna
"17500
PLN",Ford Fiesta Mk7,,2008,163 495 km,1 400 cm3,Benzyna
"51000
PLN",Nissan Juke,,2016,154 000 km,1 200 cm3,Benzyna
"81500
PLN",Audi A3 8V,Do negocjacji,2017,7 080 km,1 984 cm3,Benzyna
"24900
PLN",Opel Astra J,,2011,177 000 km,1 600 cm3,Benzyna
"74500
PLN",Toyota C-HR,Faktura VAT,2018,17 989 km,1 197 cm3,Benzyna
"94900
PLN",Audi A5 8T,Do negocjacji,2016,72 010 km,1 968 cm3,Diesel
"84000
PLN",BMW Seria 3 F30/F31,,2014,119 500 km,1 995 cm3,Diesel
"39800
PLN",Audi A4 B8,Do negocjacji,2011,76 000 km,1 798 cm3,Benzyna
"16900
PLN",Suzuki Swift IV,,2009,173 422 km,1 300 cm3,Benzyna
"15900
PLN",Škoda Fabia II,,2010,115 133 km,1 200 cm3,Benzyna
"19900
PLN",Citroën C3 Picasso,,2011,173 321 km,1 598 cm3,Diesel
"63900
PLN",Mazda CX-3,"Do negocjacji, Faktura VAT",2019,1 km,1 998 cm3,Benzyna
"42700
PLN",Audi A8 D3,,2007,380 000 km,,Diesel
"7900
PLN",Renault Kangoo I,Do negocjacji,2003,199 000 km,1 598 cm3,Benzyna
"25500
PLN",Opel Astra J,Do negocjacji,2011,173 000 km,1 598 cm3,Benzyna
"47000
PLN",Hyundai i40,"Do negocjacji, Faktura VAT",2015,93 000 km,1 700 cm3,Diesel
"15600
PLN",Opel Zafira B,,2007,183 594 km,1 600 cm3,Benzyna
"43000
PLN",Fiat Freemont,,2012,140 000 km,2 000 cm3,Diesel
"35799
PLN",Volkswagen Golf VII,"Mo¿liwoœæ odliczenia VAT, Faktura VAT",2015,138 000 km,1 598 cm3,Diesel
"53999
PLN",Opel Astra K,Faktura VAT,2018,52 000 km,1 400 cm3,Benzyna
"214266
PLN",Land Rover Range Rover Evoque,Mo¿liwoœæ odliczenia VAT,2018,14 000 km,1 999 cm3,Diesel
"79999
PLN",Opel Insignia B,Faktura VAT,2018,42 800 km,1 500 cm3,Benzyna
"77999
PLN",Opel Insignia B,Faktura VAT,2018,28 200 km,1 500 cm3,Benzyna
"79999
PLN",Opel Insignia B,Faktura VAT,2018,22 000 km,1 500 cm3,Benzyna
"79999
PLN",Opel Insignia B,Faktura VAT,2018,19 000 km,1 500 cm3,Benzyna
